ID,country_group,lead type ,lead type,User_grade2,Custom_link ,User_type2,Age of lead,Win/Loss
69073,United States,www.google.com,EN,B7,0,C,5,0
69074,ROW,blog,BS,B7,0,A,10,0
69075,India,Dir,HS,B7,0,A,10,0
69076,ROW,Dir,HS,B3,0,A,10,0
69077,India,www.youtube.com,IN,B7,0,A,8,0
69078,India,www.bing.com,EN,B1,0,A,5,0
69079,India,www.google.co.in,IN,B7,0,A,10,0
69080,India,Phone,Phone,B7,0,B,2,0
69081,India,Dir,EN,B2,0,A,1,0
69082,India,www.youtube.com,HS,B7,0,A,10,0
69083,India,www.youtube.com,HS,B7,0,A,10,0
69084,India,Dir,TR,B1,0,A,10,0
69085,India,google-search,IN,B7,0,A,13,0
69086,India,Dir,TR,B1,0,A,1,0
69087,India,android-app,IN,B2,0,A,10,0
69088,ROW,#NAME?,RC,B7,0,B,11,0
69089,ROW,google-search,IN,B4,0,A,1,0
69090,India,Dir,TR,B6,0,B,5,0
69091,India,youtube,TR,B6,0,B,40,0
69092,United States,Dir,TR,B3,0,B,22,0
69093,India,Phone,UP,B3,0,A,14,0
69094,India,android-app,IN,B3,0,B,10,0
69095,India,google-search,GC,B7,0,A,4,0
69096,India,intercom-intercom,Intercom,B7,0,A,10,0
69097,India,Referral,UP,B7,0,A,7,1
69098,India,lms-intercom,Intercom,B7,0,B,10,0
69099,United States,Dir,EN,B7,0,A,3,0
69100,India,Dir,TR,B7,0,B,13,0
69101,United States,Dir,TR,B7,0,C,10,0
69102,United States,google-search,EN,B7,0,C,2,0
69103,United States,google-search,TR,B7,0,C,0,1
69104,United States,cj,HS,B5,0,C,10,0
69105,ROW,blog,BS,B5,0,A,10,0
69106,India,bing,EN,B2,0,A,10,0
69107,India,www.google.co.in,EN,B3,0,A,13,0
69108,India,Dir,TR,B7,0,A,1,0
69109,ROW,google-search,EN,B6,0,B,14,0
69110,United States,Phone,UP,B7,0,A,14,0
69111,India,email,TR,B3,0,A,6,0
69112,India,blog,BS,B4,1,A,3,1
69113,India,intercom-intercom,Intercom,B7,0,A,20,0
69114,ROW,Dir,IN,B1,0,A,10,0
69115,India,Dir,TR,B3,0,A,5,0
69116,India,Dir,GC,B7,0,B,3,0
69117,India,www.google.co.in,GC,B7,0,A,7,0
69118,India,Dir,IN,B3,0,A,10,0
69119,India,www.google.com,HS,B7,0,B,10,0
69120,India,www.google.com,IN,B7,0,A,10,0
69121,India,google-search,TR,B5,0,A,5,0
69122,India,Dir,TR,B1,0,B,23,0
69123,India,www.google.co.in,TR,B6,0,B,10,0
69124,India,Dir,TR,B1,0,B,10,0
69125,India,www.google.co.in,TR,B6,0,A,10,0
69126,India,www.google.co.in,TR,B6,0,B,10,0
69127,India,www.google.co.in,TR,B6,0,B,10,0
69128,India,Phone,Phone,B7,1,A,20,1
69129,India,www.google.com,HS,B6,0,B,10,0
69130,United States,Dir,GC,B7,0,A,10,0
69131,India,Dir,HS,B4,0,B,3,0
69132,United States,Dir,HS,B7,1,C,2,1
69133,India,Phone,Phone,B2,0,A,19,0
69134,United States,Phone,Phone,B7,0,A,10,0
69135,India,Dir,TR,B1,0,A,73,0
69136,India,Dir,TR,B5,0,A,10,0
69137,India,www.google.com,HS,B7,0,A,10,0
69138,India,intercom-intercom,Intercom,B7,0,B,14,0
69139,India,google-search,HS,B1,0,A,10,0
69140,India,www.youtube.com,IN,B1,0,A,10,0
69141,United States,www.youtube.com,TR,B7,0,A,3,0
69142,India,Dir,TR,B1,0,A,5,0
69143,India,www.youtube.com,TR,B7,0,B,10,0
69144,India,android-app,IN,B1,1,A,0,1
69145,India,md-welcome-mailer,EN,B3,0,A,5,0
69146,India,google-search,IN,B5,0,A,5,0
69147,India,blog,BS,B7,0,A,7,0
69148,India,Dir,IN,B2,0,B,16,0
69149,India,Facebook,EN,B6,0,C,24,0
69150,ROW,www.youtube.com,TR,B3,0,A,38,0
69151,ROW,Dir,IN,B3,0,A,83,0
69152,India,Dir,HS,B1,0,A,10,0
69153,India,www.google.co.in,HS,B3,0,A,4,0
69154,India,www.google.com,TR,B3,0,A,10,0
69155,ROW,android-app,IN,B4,0,A,19,0
69156,India,google-search,TR,B7,0,B,10,0
69157,India,google-search,TR,B7,0,B,2,0
69158,India,google-search,TR,B7,0,A,4,0
69159,India,hs_email,IN,B5,0,B,13,0
69160,India,Facebook,IN,B3,0,A,10,0
69161,India,intercom-intercom,Intercom,B7,0,A,10,0
69162,India,Dir,GC,B7,0,A,31,0
69163,United States,Outbound Calls,UP,B6,0,C,15,0
69164,United States,Phone,Phone,B7,1,C,2,1
69165,United States,shareasale,HS,B2,0,C,1,0
69166,United States,Dir,TR,B6,0,C,10,0
69167,India,Custom Payment Link,Custom Link,B7,1,C,0,1
69168,ROW,www.google.be,HS,B7,1,A,5,1
69169,India,Dir,IN,B7,0,A,5,0
69170,India,blog,BS,B3,0,A,33,0
69171,India,bing,TR,B7,0,A,10,0
69172,India,google-search,HS,B7,0,B,10,0
69173,India,google-search,EN,B7,0,A,11,0
69174,United States,Dir,TR,B6,1,C,0,1
69175,United States,www.google.com,HS,B5,0,A,4,0
69176,United States,intercom-intercom,Intercom,B6,0,B,10,0
69177,India,android-app,TR,B7,0,A,10,0
69178,ROW,app,HS,B7,0,B,10,0
69179,India,bing,IN,B7,0,A,10,0
69180,India,Dir,TR,B1,0,A,5,0
69181,India,Dir,TR,B1,0,A,1,0
69182,India,Dir,TR,B1,0,A,10,0
69183,India,fb-facebook,SM,B7,0,A,1,0
69184,India,Dir,TR,B1,0,A,10,0
69185,India,blog,BS,B7,0,A,36,0
69186,India,blog,TR,B7,0,B,10,0
69187,United States,bing,IN,B6,0,B,10,0
69188,India,Phone,Blank,B7,0,A,1,0
69189,India,Custom Payment Link,Custom Link,B7,1,B,6,0
69190,India,google-search,TR,B7,0,A,1,0
69191,India,blog,BS,B2,0,A,10,0
69192,India,google-search,HS,B3,0,B,10,0
69193,India,Custom Payment Link,Custom Link,B6,1,A,0,1
69194,India,Dir,EN,B4,1,A,35,1
69195,India,iPhone-app,EN,B4,0,B,1,0
69196,India,Dir,TR,B6,0,B,12,0
69197,India,Phone,UP,B7,0,A,1,0
69198,India,www.google.co.in,TR,B7,0,A,15,0
69199,India,www.google.co.in,IN,B7,0,A,10,0
69200,India,www.youtube.com,TR,B1,0,A,10,0
69201,India,fb-facebook,SM,B7,0,A,28,0
69202,India,quora-intercom,Intercom,B7,0,A,10,0
69203,India,blog,BS,B7,0,B,1,0
69204,India,Dir,TR,B7,0,A,2,0
69205,India,google-search,TR,B4,0,A,21,0
69206,India,Dir,TR,B7,0,A,5,0
69207,India,www.google.com,TR,B4,0,A,33,0
69208,India,bing,TR,B7,0,A,9,0
69209,India,Phone,UP,B7,0,A,10,0
69210,United States,rakuten-category,IN,B7,0,A,33,0
69211,United States,www.google.com,IN,B7,0,A,33,0
69212,India,Dir,EN,B7,0,A,10,0
69213,India,Dir,TR,B7,0,A,10,0
69214,India,www.google.com,HS,B4,0,A,10,0
69215,India,Dir,TR,B4,1,C,1,1
69216,India,Dir,UP,B6,0,A,0,1
69217,India,Dir,TR,B7,0,B,10,0
69218,India,www.youtube.com,Like,B2,0,A,5,0
69219,India,Dir,TR,B1,0,A,7,0
69220,ROW,app,HS,B7,0,A,2,0
69221,India,www.youtube.com,TR,B7,0,A,10,0
69222,India,Dir,TR,B7,0,A,137,0
69223,India,www.google.co.in,TR,B7,0,B,11,0
69224,India,android-app,IN,B7,0,A,1,0
69225,United States,Dir,GC,B7,0,B,7,0
69226,India,Dir,TR,B4,0,A,10,0
69227,India,android-app,Like,B5,0,B,10,0
69228,India,Phone,Blank,B7,1,A,0,1
69229,India,android-app,Like,B5,0,B,10,0
69230,India,android-app,Like,B5,0,B,10,0
69231,India,Phone,UP,B7,0,B,25,0
69232,ROW,direct sales-NityoIN,Affiliate,B7,0,A,55,0
69233,India,Dir,TR,B1,0,A,10,0
69234,India,Dir,GC,B7,0,A,3,0
69235,India,Dir,TR,B1,0,A,10,0
69236,India,blog,BS,B1,0,A,10,0
69237,United States,Dir,TR,B7,0,B,26,0
69238,United States,blog,BS,B7,0,A,12,0
69239,United States,hs_email,HS,B5,1,A,57,1
69240,ROW,Phone,Phone,B7,0,A,0,1
69241,ROW,Phone,UP,B7,0,B,15,0
69242,ROW,android-app,EN,B6,0,B,40,0
69243,India,blog,BS,B7,0,A,40,0
69244,India,Phone,Phone,B7,1,A,9,1
69245,India,android-app,TR,B6,0,B,10,0
69246,India,in.search.yahoo.com,Like,B6,0,B,10,0
69247,India,www.google.co.in,TR,B5,0,B,10,0
69248,India,email,TR,B6,0,B,11,0
69249,ROW,hs_email,GC,B7,0,A,21,0
69250,India,google-search,IN,B7,0,A,4,0
69251,India,blog,BS,B7,0,A,1,0
69252,India,email,UP,B7,0,A,8,0
69253,India,Custom Payment Link,Custom Link,B4,1,A,5,0
69254,India,www.youtube.com,TR,B7,0,A,3,0
69255,India,Direct,TR,B5,0,C,10,0
69256,India,android-app,Like,B6,0,C,10,0
69257,India,google-search,EN,B7,0,C,0,1
69258,India,www.google.co.in,TR,B6,0,C,26,1
69259,India,android-app,IN,B2,0,A,26,0
69260,India,Dir,TR,B7,0,A,4,0
69261,India,Dir,TR,B2,0,A,4,0
69262,India,google-search,TR,B5,0,A,12,0
69263,India,Dir,TR,B7,0,B,11,0
69264,India,Phone,Phone,B7,1,A,7,1
69265,United States,www.google.com,TR,B1,0,A,10,0
69266,India,Direct,EN,B5,0,B,9,0
69267,India,intercom-intercom,Blank,B7,0,A,8,0
69268,India,blog,BS,B7,0,B,8,0
69269,India,www.google.co.in,TR,B1,0,A,10,0
69270,India,www.google.co.in,IN,B7,0,A,1,0
69271,United States,iPhone-app,IN,B1,0,A,4,0
69272,India,www.youtube.com,GC,B7,0,A,10,0
69273,India,Dir,IN,B5,0,A,24,0
69274,India,google-search,IN,B6,1,A,34,0
69275,India,Phone,Blank,B7,1,A,0,1
69276,India,Dir,TR,B1,0,A,10,0
69277,India,Referral,IN,B3,1,A,16,1
69278,India,Dir,TR,B6,0,B,4,0
69279,ROW,Phone,UP,B7,0,A,2,0
69280,India,www.google.co.in,GC,B7,0,A,10,0
69281,India,hs_email,IN,B7,0,B,4,0
69282,India,Dir,EN,B3,0,A,3,0
69283,India,Dir,TR,B7,0,A,10,0
69284,India,blog,BS,B7,0,A,10,0
69285,India,intercom-intercom,Intercom,B7,0,B,10,0
69286,India,www.youtube.com,TR,B7,0,A,1,0
69287,India,Direct,TR,B7,0,A,15,0
69288,India,Direct,TR,B7,0,B,6,0
69289,India,Custom Payment Link,Custom Link,B6,1,C,0,1
69290,India,Custom Payment Link,Phone,B1,1,C,0,1
69291,United States,Dir,TR,B7,1,A,0,1
69292,India,Dir,TR,B7,0,A,10,0
69293,ROW,www.youtube.com,IN,B2,0,A,3,0
69294,India,Direct,GC,B7,0,A,10,0
69295,India,google-search,TR,B4,0,A,10,0
69296,India,Dir,TR,B6,0,B,10,0
69297,India,Dir,HS,B1,0,A,10,0
69298,India,google-search,IN,B7,0,A,23,0
69299,ROW,Dir,TR,B7,0,A,5,0
69300,India,google-search,EN,B7,0,A,5,0
69301,India,Dir,IN,B7,0,A,6,0
69302,United States,Dir,EN,B7,0,A,26,0
69303,United States,blog,BS,B2,0,A,7,0
69304,United States,blog,BS,B4,1,A,7,1
69305,United States,www.google.com,IN,B2,1,C,65,1
69306,India,Custom Payment Link,Custom Link,B6,1,C,20,0
69307,India,blog,BS,B7,0,A,10,0
69308,ROW,www.google.se,TR,B7,0,B,10,0
69309,India,blog,BS,B7,0,B,10,0
69310,India,intercom-intercom,Intercom,B7,0,A,10,0
69311,India,Phone,Phone,B7,0,A,113,0
69312,India,android-app,IN,B1,0,A,1,0
69313,ROW,direct sales-Edutrickz,Affiliate,B7,0,A,34,0
69314,ROW,Edutrickz,Blank,B7,0,A,34,0
69315,United States,Dir,TR,B7,0,C,4,0
69316,United States,intercom-intercom,Intercom,B7,0,B,10,0
69317,United States,blog,BS,B7,0,A,10,0
69318,India,Dir,TR,B7,0,A,0,0
69319,United States,Direct,EN,B7,1,C,0,1
69320,United States,Direct,HS,B6,0,C,19,0
69321,United States,Dir,HS,B6,0,C,10,0
69322,India,www.google.co.in,IN,B7,0,A,3,0
69323,India,Direct,TR,B6,0,B,35,0
69324,India,Dir,TR,B4,0,B,4,0
69325,India,Dir,TR,B4,0,A,15,0
69326,United States,Phone,UP,B7,0,A,29,0
69327,India,youtube,EN,B5,0,A,4,0
69328,India,Phone,Phone,B7,0,A,53,0
69329,India,intercom-intercom,Intercom,B7,0,A,10,0
69330,India,Dir,TR,B2,0,A,10,0
69331,India,www.youtube.com,GC,B7,0,A,3,0
69332,India,Dir,TR,B5,0,A,10,0
69333,ROW,www.google.co.uk,TR,B1,0,A,5,0
69334,United States,www.google.com,IN,B7,0,A,24,0
69335,India,www.google.com,TR,B7,0,B,82,0
69336,United States,google-search,TR,B7,0,A,4,0
69337,India,intercom-intercom,Intercom,B7,0,A,10,0
69338,United States,Dir,TR,B4,0,B,23,0
69339,United States,Dir,HS,B1,0,B,3,0
69340,India,www.youtube.com,GC,B7,0,A,10,0
69341,India,blog,BS,B7,0,A,62,0
69342,India,Dir,TR,B7,0,A,5,0
69343,United States,iPhone-app,TR,B7,0,C,6,0
69344,India,www.google.co.in,TR,B1,0,A,10,0
69345,ROW,Direct,HS,B6,0,B,5,0
69346,India,Custom Payment Link,Custom Link,B6,1,A,1,1
69347,United States,rakuten,TR,B6,0,B,6,0
69348,India,www.google.co.in,EN,B7,0,B,1,0
69349,India,www.google.com,IN,B6,0,B,5,0
69350,India,www.google.com,TR,B4,0,B,26,0
69351,India,Dir,EN,B7,0,A,10,0
69352,India,intercom-intercom,Intercom,B7,0,B,10,0
69353,India,blog,BS,B7,0,A,10,0
69354,India,intercom-intercom,Intercom,B7,0,A,10,0
69355,India,Custom Payment Link,Custom Link,B7,1,A,13,0
69356,United States,www.youtube.com,TR,B2,0,A,27,0
69357,India,Dir,TR,B7,0,A,3,0
69358,India,blog,BS,B2,0,A,25,0
69359,India,blog,BS,B7,0,A,10,0
69360,India,Dir,TR,B7,0,A,10,0
69361,India,Phone,Phone,B7,0,A,5,0
69362,India,www.google.co.in,HS,B7,0,A,39,0
69363,India,iPhone-app,IN,B7,0,A,2,0
69364,India,Dir,TR,B2,0,A,2,0
69365,India,Dir,GC,B7,0,A,9,0
69366,India,Dir,TR,B7,0,A,17,0
69367,India,Dir,TR,B7,0,B,17,0
69368,India,android-app,TR,B4,0,B,10,0
69369,India,Dir,EN,B7,0,A,11,0
69370,United States,www.google.com,HS,B1,0,A,9,0
69371,India,Phone,Phone,B7,0,A,4,0
69372,India,Dir,TR,B1,0,A,10,0
69373,India,hs_email,EN,B7,0,A,17,0
69374,India,google-search,TR,B7,0,A,11,0
69375,United States,Dir,IN,B7,0,A,0,0
69376,India,www.google.com,HS,B3,0,A,10,0
69377,United States,Direct,EN,B5,0,A,9,0
69378,India,Dir,EN,B7,0,A,6,0
69379,India,blog,BS,B7,0,A,10,0
69380,India,blog,BS,B7,0,A,10,0
69381,India,Dir,TR,B4,0,B,10,0
69382,India,Dir,TR,B4,0,A,10,0
69383,India,Phone,Phone,B7,0,A,6,0
69384,India,blog,BS,B7,0,A,60,0
69385,India,Dir,HS,B7,0,C,2,0
69386,India,google-search,IN,B7,0,A,3,0
69387,United States,Direct,TR,B5,1,A,0,1
69388,ROW,hs_email,Like,B7,0,B,10,0
69389,ROW,hs_email,Like,B7,0,B,139,0
69390,ROW,hs_email,TR,B7,0,B,10,0
69391,ROW,hs_email,TR,B7,0,B,10,0
69392,ROW,hs_email,Like,B7,0,B,10,0
69393,ROW,hs_email,TR,B7,0,B,10,0
69394,ROW,hs_email,Like,B7,0,B,10,0
69395,ROW,hs_email,Like,B7,0,B,10,0
69396,ROW,hs_email,Like,B7,0,B,10,0
69397,ROW,hs_email,TR,B7,0,B,10,0
69398,India,Dir,GC,B7,0,A,10,0
69399,India,Direct,TR,B7,0,A,20,0
69400,India,Dir,IN,B6,1,C,0,1
69401,India,google-search,EN,B1,0,A,4,0
69402,India,google-search,EN,B3,0,B,136,0
69403,India,android-app,EN,B3,0,A,5,0
69404,India,www.quora.com,HS,B7,0,A,10,0
69405,United States,www.google.com,HS,B7,0,A,3,0
69406,India,Phone,Phone,B7,0,A,3,0
69407,India,Dir,IN,B4,0,A,10,0
69408,India,Phone,Phone,B6,1,A,0,1
69409,United States,Dir,HS,B7,0,A,84,0
69410,India,Dir,TR,B7,1,B,2,0
69411,ROW,android-app,EN,B7,0,B,100,0
69412,India,www.google.co.in,TR,B4,0,A,5,0
69413,United States,google-search,GC,B7,0,A,3,0
69414,India,bing,IN,B7,0,A,30,0
69415,India,Custom Payment Link,TR,B6,0,C,10,0
69416,India,Dir,TR,B3,0,C,9,0
69417,India,Dir,HS,B7,1,C,14,0
69418,India,www.google.co.in,TR,B1,0,A,5,0
69419,India,www.google.co.in,TR,B1,0,B,10,0
69420,India,Dir,TR,B2,0,B,10,0
69421,India,google-search,TR,B4,0,A,10,0
69422,India,Dir,TR,B4,0,A,19,0
69423,United States,www.google.co.in,IN,B3,0,B,10,0
69424,India,blog,BS,B7,0,A,10,0
69425,United States,www.google.com,HS,B2,0,A,10,0
69426,India,www.google.com,TR,B7,0,A,5,0
69427,India,Dir,TR,B5,0,A,10,0
69428,India,Dir,TR,B5,0,B,10,0
69429,India,Dir,TR,B7,0,A,5,0
69430,India,Dir,GC,B7,0,A,10,0
69431,ROW,www.youtube.com,GC,B7,0,A,6,0
69432,India,Phone,Phone,B7,0,A,6,0
69433,India,Phone,UP,B7,0,B,3,0
69434,United States,www.quora.com,TR,B7,0,A,2,0
69435,United States,Dir,HS,B7,0,A,10,0
69436,United States,Dir,TR,B5,0,A,4,0
69437,India,youtube.com,TR,B1,0,A,10,0
69438,ROW,www.google.co.uk,EN,B1,0,A,5,0
69439,India,Dir,EN,B7,0,A,4,0
69440,India,Phone,Phone,B7,0,A,1,0
69441,India,Dir,EN,B7,0,A,1,0
69442,India,Dir,TR,B7,0,A,2,0
69443,India,android-app,IN,B7,1,A,0,1
69444,India,www.quora.com,EN,B4,0,A,6,0
69445,India,www.google.co.in,TR,B1,0,A,22,0
69446,India,Dir,EN,B6,1,A,3,1
69447,ROW,direct sales-NityoUS,Affiliate,B7,0,A,0,1
69448,ROW,NityoUS,HS,B7,0,B,136,0
69449,India,Phone,Phone,B7,0,A,25,0
69450,India,google-dis,TR,B1,0,A,1,0
69451,India,intercom-intercom,Intercom,B7,0,A,5,0
69452,India,bing,TR,B1,0,A,4,0
69453,India,Dir,TR,B7,0,A,1,0
69454,United States,google-search,IN,B7,0,A,37,0
69455,India,email,UP,B4,0,B,30,0
69456,India,Dir,TR,B4,0,A,8,0
69457,India,google-search,TR,B6,1,B,0,1
69458,India,blog,BS,B7,0,A,4,0
69459,India,googleweblight.com,TR,B2,0,A,10,0
69460,ROW,Dir,TR,B7,0,A,1,0
69461,India,Phone,UP,B7,0,B,43,0
69462,United States,google-search,TR,B6,0,C,10,0
69463,India,www.google.co.in,TR,B7,0,A,10,0
69464,India,Direct,EN,B7,0,B,15,0
69465,India,Custom Payment Link,TR,B6,0,B,10,0
69466,India,Dir,Like,B6,0,B,10,0
69467,India,Direct,Like,B7,0,B,10,0
69468,India,Direct,Like,B7,0,B,10,0
69469,India,intercom-intercom,Intercom,B7,0,B,10,0
69470,India,android-app,EN,B6,0,B,4,0
69471,India,Dir,HS,B5,1,A,0,1
69472,ROW,Dir,TR,B3,0,A,10,0
69473,India,www.google.com,HS,B4,0,A,3,0
69474,India,Phone,Phone,B7,0,A,9,0
69475,India,Dir,IN,B3,0,A,67,0
69476,India,Dir,IN,B5,0,A,10,0
69477,India,intercom-intercom,Intercom,B7,0,A,10,0
69478,India,android-app,IN,B2,0,A,1,0
69479,ROW,Dir,TR,B5,0,A,7,0
69480,India,Dir,EN,B7,0,A,1,0
69481,United States,Dir,TR,B5,0,B,20,0
69482,United States,www.google.com,HS,B7,0,A,8,0
69483,India,blog,BS,B4,0,B,5,0
69484,India,intercom-intercom,Intercom,B7,0,A,0,0
69485,India,Dir,EN,B1,0,A,10,0
69486,India,www.google.co.in,HS,B7,0,A,34,0
69487,India,google-search,TR,B4,0,A,10,0
69488,India,Dir,TR,B3,0,B,2,0
69489,India,Referral,HS,B7,0,A,105,0
69490,India,google-search,TR,B7,0,A,5,0
69491,India,Dir,TR,B7,0,A,23,0
69492,India,Dir,EN,B1,0,A,19,0
69493,India,Dir,TR,B1,0,A,10,0
69494,India,analyticsindiamag.com,IN,B7,0,A,7,0
69495,ROW,google-search,HS,B7,0,A,11,0
69496,India,www.google.co.in,IN,B2,1,A,2,1
69497,India,Dir,Blank,B7,0,A,98,0
69498,India,www.google.co.in,TR,B1,0,A,1,0
69499,India,www.google.co.in,TR,B5,0,B,1,0
69500,India,www.google.co.in,TR,B5,0,A,10,0
69501,India,Phone,Phone,B7,1,C,2,1
69502,India,Dir,HS,B6,1,C,27,1
69503,United States,www.google.com,IN,B7,0,A,4,0
69504,India,hs_email,EN,B6,0,B,10,0
69505,India,hs_email,Like,B7,0,B,1,0
69506,India,hs_email,EN,B7,0,B,6,0
69507,India,hs_email,EN,B6,0,B,4,0
69508,India,www.google.co.in,HS,B7,0,A,48,0
69509,India,hs_email,Like,B6,0,B,10,0
69510,India,hs_email,Like,B6,0,B,10,0
69511,India,Referral,HS,B7,0,A,102,0
69512,India,Custom Payment Link,Custom Link,B7,1,A,0,1
69513,India,Dir,TR,B7,0,A,2,0
69514,United States,intercom-intercom,Intercom,B7,0,B,10,0
69515,United States,www.bing.com,EN,B5,1,A,0,1
69516,India,google-search,HS,B7,0,A,49,0
69517,India,Dir,TR,B7,0,A,5,0
69518,ROW,blog,BS,B7,0,A,10,0
69519,United States,www.google.com,EN,B2,0,A,0,1
69520,India,Dir,TR,B7,0,A,10,0
69521,India,blog,BS,B7,0,A,13,0
69522,United States,Phone,UP,B5,1,C,1,1
69523,United States,www.google.com,TR,B5,0,C,8,0
69524,India,Dir,TR,B2,0,B,10,0
69525,India,intercom-intercom,Intercom,B7,0,B,10,0
69526,United States,Dir,TR,B1,0,A,4,0
69527,ROW,android-app,IN,B7,0,A,1,0
69528,India,Dir,TR,B7,0,A,10,0
69529,India,Dir,TR,B7,0,A,10,0
69530,India,Dir,TR,B7,0,A,90,0
69531,India,android-app,Like,B6,0,C,10,0
69532,India,android-app,Like,B6,0,C,10,0
69533,India,android-app,Like,B6,0,C,10,0
69534,India,android-app,Like,B6,0,C,10,0
69535,India,android-app,Like,B6,0,C,10,0
69536,India,android-app,Like,B6,0,C,10,0
69537,India,android-app,Like,B6,0,C,10,0
69538,India,android-app,Like,B6,0,C,10,0
69539,India,android-app,Like,B6,0,C,15,0
69540,India,android-app,Like,B6,0,C,10,0
69541,India,android-app,Like,B6,0,C,10,0
69542,India,android-app,Like,B6,0,C,10,0
69543,India,android-app,Like,B6,0,C,10,0
69544,India,android-app,Like,B6,0,C,10,0
69545,India,android-app,Like,B6,0,C,10,0
69546,India,android-app,Like,B6,0,C,10,0
69547,India,android-app,Like,B6,0,C,10,0
69548,India,android-app,Like,B6,0,C,10,0
69549,India,android-app,Like,B6,0,C,10,0
69550,India,android-app,Like,B6,0,C,10,0
69551,India,android-app,Like,B6,0,C,10,0
69552,India,android-app,Like,B6,0,C,20,0
69553,India,android-app,Like,B6,0,C,10,0
69554,India,android-app,Like,B6,0,C,1,0
69555,India,android-app,Like,B6,0,C,10,0
69556,India,android-app,Like,B6,0,C,10,0
69557,India,android-app,Like,B6,0,C,10,0
69558,India,android-app,Like,B6,0,C,10,0
69559,India,android-app,Like,B6,0,C,10,0
69560,India,android-app,Like,B6,0,C,10,0
69561,India,android-app,Like,B6,0,C,10,0
69562,India,android-app,Like,B6,0,C,10,0
69563,India,android-app,Like,B6,0,C,10,0
69564,India,android-app,Like,B6,0,C,10,0
69565,India,Phone,UP,B6,0,C,74,1
69566,India,www.google.com,EN,B6,0,C,1,1
69567,India,android-app,Like,B6,0,C,10,0
69568,India,android-app,Like,B6,0,C,10,0
69569,India,android-app,Like,B6,0,C,10,0
69570,India,android-app,Like,B6,0,C,10,0
69571,India,android-app,Like,B6,0,C,10,0
69572,India,android-app,Like,B6,0,C,10,0
69573,India,android-app,Like,B6,0,C,10,0
69574,India,android-app,Like,B6,0,C,10,0
69575,India,android-app,Like,B6,0,C,10,0
69576,India,blog,BS,B7,0,A,10,0
69577,India,Dir,TR,B1,0,A,1,0
69578,United States,Referral,UP,B7,0,A,0,1
69579,India,android-app,IN,B7,0,A,29,0
69580,India,www.youtube.com,TR,B1,0,A,5,0
69581,United States,Phone,Phone,B7,0,A,4,0
69582,ROW,intercom-intercom,Intercom,B7,0,A,10,0
69583,India,google-search,HS,B7,0,A,97,0
69584,India,Dir,TR,B7,0,A,10,0
69585,India,Dir,TR,B4,0,A,8,0
69586,India,www.google.co.in,EN,B7,1,C,0,1
69587,India,www.google.co.in,TR,B5,0,A,6,0
69588,United States,www.google.com,EN,B6,0,C,0,1
69589,United States,www.google.com,HS,B3,0,C,28,0
69590,India,Custom Payment Link,Custom Link,B6,1,C,1,1
69591,United States,www.google.com,IN,B6,1,C,0,1
69592,India,android-app,EN,B6,0,B,16,0
69593,United States,www.google.com,Like,B6,0,B,10,0
69594,India,Custom Payment Link,Custom Link,B4,1,A,0,1
69595,United States,www.google.com,EN,B4,0,B,10,0
69596,United States,www.google.com,Like,B6,0,B,10,0
69597,India,Dir,TR,B1,0,A,10,0
69598,India,Direct,TR,B6,0,B,10,0
69599,India,Direct,EN,B6,1,B,14,1
69600,India,Direct,EN,B6,0,A,21,0
69601,India,Dir,Like,B6,0,B,10,0
69602,India,Dir,Like,B6,0,B,1,0
69603,India,Dir,EN,B6,0,B,10,0
69604,India,Dir,Like,B6,0,B,10,0
69605,India,Dir,Like,B6,0,B,34,0
69606,India,Dir,EN,B3,0,A,5,0
69607,India,Dir,HS,B7,0,A,4,0
69608,India,Dir,IN,B1,0,A,18,0
69609,India,bing,TR,B1,0,A,10,0
69610,India,blog,BS,B7,0,A,10,0
69611,United States,www.paypal.com,TR,B6,0,C,10,0
69612,United States,www.google.com,Phone,B6,1,C,21,1
69613,United States,www.google.com,HS,B6,0,C,10,0
69614,India,Custom Payment Link,Phone,B6,1,A,0,1
69615,India,Dir,TR,B1,0,A,10,0
69616,United States,Dir,TR,B1,0,A,5,0
69617,United States,email,TR,B3,0,B,12,0
69618,India,Dir,TR,B1,0,A,3,0
69619,United States,Direct,HS,B6,0,C,27,0
69620,India,Dir,GC,B7,0,A,6,0
69621,India,Custom Payment Link,Phone,B1,1,A,0,1
69622,India,bing,TR,B1,0,A,61,0
69623,India,google-search,HS,B1,0,A,10,0
69624,India,blog,BS,B7,0,B,10,0
69625,India,intercom-intercom,Intercom,B7,0,A,10,0
69626,ROW,Dir,TR,B1,0,A,14,0
69627,India,Dir,TR,B1,0,A,3,0
69628,United States,google-search,EN,B4,1,A,0,1
69629,India,Phone,UP,B7,1,C,6,1
69630,ROW,app,HS,B7,0,C,8,0
69631,India,Phone,Phone,B7,0,A,10,0
69632,India,bing,TR,B2,0,A,21,0
69633,India,Dir,TR,B7,0,A,3,0
69634,ROW,google-search,HS,B1,0,A,12,0
69635,ROW,blog,BS,B3,0,A,36,0
69636,India,www.google.co.in,Like,B6,0,B,10,0
69637,India,www.google.co.in,Like,B6,0,B,10,0
69638,India,www.google.co.in,Like,B6,0,B,10,0
69639,India,www.google.co.in,Like,B6,0,B,10,0
69640,India,www.google.co.in,Like,B6,0,B,10,0
69641,United States,Direct,HS,B7,0,A,12,0
